	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0000010	g12252, g14481, g14463, g614, g14482, g23094	g614, g10494, g23094, g12252, g14482, g14481, g14463	g12252, g23094, g614, g14481, g14463	g11975, g16753, g11981, g11980, g11979, g18704	mf_2193, mf_2400					g13732, g5944, g14280, g13733, g15550, g5947, g5738, g5946	g5946, g13732, g5944, g14280, g5947, g5738, g15550, g13733						g14280, g5946, g15550, g5738, g13733, g13732, g5944, g5947	g5946, g5947, g5944, g13732, g5738, g15550, g14280, g13733	g15550, g13733, g14280, g5946, g5738, g13732, g5947, g5944
OG0000011	g10775, g8257, g8652, g9993	g10775, g8652, g8257, g9993	g8652, g9993, g10775, g8257	g6406, g13419, g9040	mf_14954	14077.g7092, 6815.g2605, 6816.g6824, 6814.g7092	g7092, g3889, g6824, g2605	g7092, g2605, g6824, g3889	g6824, g2605, g7092, g3889	g11228, g18915, g14379	g14379, g11228, g18915	g2605, g6824, g7092	g6824, g2605, g3889	g7092, g2605, g6824	g6824, g7092, g3889, g2605	g7092, g3889, g2605, g6824	g11228, g18915, g14379	g18915, g21843, g11228, g14379	g18915, g11228, g14379
OG0000012	g14170, g493, g28353, g19799, g1050	g493, g14170, g28353, g19799, g1050	g493, g19799, g28353, g1050, g14170		mf_4496, mf_13024, mf_12708	14063.g4274, 7532.g4274	g18721, g4274, g5615	g18721, g4274, g5615	g4274, g18721, g5615	g1064, g743, g12393, g1016	g743, g1016, g12393, g1064	g5615, g18721, g4274	g4274, g18721, g5615	g4274, g5615, g18721	g18721, g4274, g5615	g4274, g18721, g5615	g1016, g12393, g1064, g743	g743, g12393, g1016, g1064	g1016, g1064, g12393, g743
OG0000013	g27405, g12174, g11464, g18549, g8491	g27405, g11464, g18549	g18549, g27405, g8491	g26279, g12298, g7863, g18243	mf_14042	12595.g11120, 13057.g9314, 13056.g7994, 13055.g11120, 13054.g15227, 8549.g11120	g7994, g11120, g15227	g11120, g15227, g7994	g7994, g15227, g11120	g1836, g17338	g17338, g5332, g1836, g8415	g11120, g7994, g15227	g15227, g11120, g7994	g11120, g15227, g7994	g11120, g7994, g15227	g11120, g15227, g7994	g8415, g17338, g1836, g5332	g8415, g5332, g1836, g17338	g8415, g17338, g1836, g5332
OG0000014	g28663	g28663	g28663	g1492, g30153, g599, g21519, g12424	mf_8121	9750.g6365, 13916.g16757	g597, g22904, g16757, g6365	g597, g16757, g22904, g6365	g22904, g6365, g16757, g597	g16431, g3657, g14194, g10882	g10882, g3657, g16431, g14194	g597, g22904, g16757, g6365	g22904, g6365, g16757, g597	g6365, g16757, g22904, g597	g597, g22904, g16757, g6365	g22904, g6365, g16757, g597	g10882, g3657, g16431, g14194	g16431, g3657, g14194, g10882	g14194, g10882, g3657, g16431
OG0000015				g18986, g26631	mf_445, mf_14190, mf_10335, mf_3220, mf_7797	4860.g3024, 10673.g11369, 10672.g5414, 10675.g13862, 10877.g11372, 14086.g11372, 3861.g11369, 10882.g11369, 10886.g13862, 10885.g5414, 10879.g10899, 10878.g3024, 10881.g2534, 16587.g11372, 10669.g11372, 10887.g5418, 3783.g11372, 10676.g5418, 10883.g9411, 10880.g14436	g3024, g9411, g11372, g11369	g9411, g11372, g11369, g3024	g11372, g9411, g11369, g3024	g15334	g15334	g11372, g3024, g11369, g9411	g9411, g3024, g11372, g11369	g3024, g9411, g11372, g11369	g11372, g11369, g9411, g3024	g11369, g3024, g9411, g11372	g15334	g15334	
OG0000016	g13271, g13274, g12512, g15108, g7461	g7461, g12512, g15108, g13271, g13274	g7461, g13271, g15108, g12512	g21779	mf_3040	8266.g22932, 8267.g13147, 8268.g5934	g13147, g5934, g22932	g22932, g13147, g5934	g13147, g22932, g5934	g12318, g9088, g1627, g2088	g2088, g12318, g1627, g9088	g5934, g22932, g13147	g5934, g13147	g5934, g13147, g22932	g13147, g5934, g22932	g5934, g13147, g22932	g2088, g12318, g1627, g9088	g12318, g1627, g9088, g2088	g12318, g9088, g2088, g1627
OG0000017	g8420, g5874, g64, g9803, g26514, g12921	g64, g9803, g12921, g26514	g12921, g26514, g64	g28911	mf_5053, mf_14005, mf_2391, mf_4689, mf_63, mf_3369, mf_10873, mf_13663, mf_8767, mf_12661	10955.g16518, 14427.g16518, 14426.g22081, 16402.g22081, 1202.g16518, 1201.g22081, 16756.g22081, 16757.g16518, 6136.g16518	g22081, g16518	g22081, g16518	g22081, g16518	g16348, g6733	g6733, g16348	g16518, g22081	g16518, g22081	g16518, g22081	g16518, g22081	g22081, g16518	g6733, g16348	g6733, g16348	g16348, g6733
OG0000018	g17339, g4190, g213, g4516	g17339, g4516	g4516, g17339	g25028, g5079, g25234, g9715, g1135, g10256, g19453, g1132, g25186, g13969	mf_1166, mf_13847	11738.g4864, 2102.g4859, 2101.g4864, 11739.g4859, 11459.g4864, 13865.g4864, 13866.g4859	g4859, g4864	g4859, g4864	g4859, g4864	g10291, g16807, g9786	g10291, g9786, g16807	g4859, g4864	g4864, g4859	g4859, g4864	g4864, g4859	g4859, g4864	g9786, g10291, g16807	g9786, g21449, g10291, g16807	g16807, g10291, g9786
OG0000019	g1436, g26134, g18001, g25730, g12496	g12496, g1436	g1436, g26134, g12496	g12449	mf_14810, mf_11259	6671.g947, 6670.g7857, 6669.g14110, 6668.g13798, 9949.g14110	g7857, g13798, g947	g947, g7857, g13798	g13798, g947, g14110, g7857	g6357, g16862	g6357, g16862	g947, g7857, g13798	g947, g7857, g14110	g7857, g947, g13798	g7857, g13798, g947, g14110	g13798, g7857, g947, g14110	g8040, g16862, g6357	g8040, g6357, g16862	g16862, g6357, g8040
OG0000020	g17115, g21391, g2548	g21391	g2548, g21391	g18593, g18483, g10549, g26151, g5439, g20775		10938.g2911, 10937.g18297	g2911, g823, g18297	g823, g18297, g2911	g18297, g2911, g823	g9704, g14385, g4220, g14962	g9704, g4220, g14385, g14962	g823, g18297, g2911	g2911, g18297, g823	g18297, g2911, g823	g823, g2911, g18297	g18297, g2911, g823	g4220, g14385, g9704, g14962	g14962, g9704, g14385, g4220	g14385, g9704, g14962, g4220
OG0000021	g4633	g4633	g2156, g4633		mf_12740, mf_14324, mf_13822, mf_3334, mf_2528	2668.g14769, 2669.g2935, 2667.g14772, 15765.g2934, 12427.g3397, 2665.g14770, 2666.g13111, 2663.g3397, 2664.g3397	g14772, g14769, g14770, g3397, g2935	g2935, g14772, g14769, g14770, g3397	g2935, g3397, g14769, g14772, g14770			g3397, g2935, g14769, g14770, g14772	g14772, g14770, g14769, g3397, g2935	g14772, g2935, g3397, g14770, g14769	g2935, g3397, g14769, g14772, g14770	g3397, g2935, g14772, g14769, g14770			
OG0000022	g13378, g896, g21531	g896, g21531, g13378	g896, g21531	g25044, g26766, g21435	mf_275, mf_10881		g14495, g7237, g13272	g14495, g7237, g13272	g14495, g7237, g13272	g12860, g15746, g18483, g6602	g15746, g6602, g18483, g12860	g7237, g14495, g13272	g7237, g13272, g14495	g13272, g14495, g7237	g7237, g14495, g13272	g7237, g13272, g14495	g12860, g18483, g6602, g15746	g6602, g18483, g15746, g12860	g18483, g15746, g12860, g6602
OG0000023	g11730, g7611, g7914	g7611, g7914, g11730	g7914, g11730, g7611	g17219		14665.g11426, 14664.g15965	g11426, g8266, g15965	g11426, g15965, g8266	g11426, g15965, g8266	g15996, g3341, g4115, g10370	g3341, g15996, g10370, g4115	g11426, g15965, g8266	g8266, g15965	g8266, g15965	g11426, g15965, g8266	g15965, g8266, g11426	g15996, g4115, g10370, g3341	g3341, g15996, g10370, g6874, g21901, g4115	g4115, g3341, g6874, g15996, g10370
OG0000024	g16766, g360, g6651	g360, g16766, g6651	g6651, g16766, g360	g16633	mf_12294		g6732, g13548, g6729	g13548, g6732, g6729	g13548, g6729, g6732	g15561, g16258, g1824, g5998	g5998, g1824, g15561, g16258	g6732, g6729, g13548	g13548, g6732, g6729	g6732, g13548, g6729	g6732, g13548, g6729	g6729, g6732, g13548	g16258, g5998, g1824, g15561	g5998, g15561, g16258, g1824	g16258, g5998, g15561, g1824
OG0000025	g16856, g14019, g24712, g5618, g9987	g5618, g14019, g9987, g24712, g16856	g5618, g24712, g9987, g14019, g16856	g7369, g15074, g10500, g10499	mf_1402					g4301, g17455, g3333, g525, g517, g4193	g3333, g17455, g4193, g4301, g517, g525	g20331				g20331	g17455, g517, g19370, g4301, g4193, g525, g3333	g4193, g525, g17455, g3333, g19370, g517, g4301	g3333, g525, g19370, g517, g17455, g4301, g4193
OG0000026	g5977, g26055, g26706, g13650	g26706, g13650, g26055	g26706, g26055, g13650			5124.g24159, 2342.g22299	g22299, g10169, g24159	g22299, g24159, g10169	g24159, g22299, g10169	g8325, g12980, g16828, g1193	g16828, g8325, g12980, g1193	g24159, g22299, g10169	g10169, g24159	g10169, g22299, g24159	g22299, g24159, g10169	g22299, g10169, g24159	g12980, g8325, g1193, g16828	g16828, g1193, g12980, g8325	g8325, g16828, g1193, g12980
OG0000027	g23950, g7448, g10813	g23950, g7448	g7448, g23950	g22729, g10572, g3946, g13309, g7937	mf_8197, mf_6597, mf_11913, mf_9859	6336.g8175	g8175	g8175	g8175	g9991, g5742, g5739, g2193, g161, g7438	g161, g7438, g5742, g2193, g5739, g9991	g8175	g8175	g8175	g8175	g8175	g5739, g161, g5742, g2193, g9991, g7438	g161, g5739, g2193, g9991, g5742, g7438	g7438, g5742, g9991, g2193, g5739, g161
OG0000028					mf_2927, mf_8646, mf_5807, mf_7473, mf_7724, mf_838, mf_12051, mf_1938, mf_7213, mf_4090, mf_2942, mf_9573, mf_13411, mf_14050, mf_10812, mf_9746, mf_7373, mf_13764, mf_1195, mf_687, mf_3692, mf_9842	10089.g1307, 10090.g7420, 10091.g4563, 15149.g7420	g7420, g1307, g4563	g4563, g1307, g7420	g1307, g7420, g4563	g15294	g15294	g1307, g7420, g4563	g7420, g1307, g4563	g1307, g4563, g7420	g1307, g7420, g4563	g4563, g1307, g7420	g15294	g15294	g15294
OG0000029	g5112, g8469, g28949, g14444	g28949, g14444, g8469, g5112	g8469, g14444, g5112, g28949		mf_3922, mf_3251	5573.g14198, 8466.g9116, 16154.g9116	g24139, g9116, g14198, g16553	g14198, g16553, g9116, g24139	g16553, g24139, g9116, g14198	g8939	g8939	g16553, g9116, g14198, g24139	g24139, g14198, g9116, g16553	g24139, g9116, g14198, g16553	g14198, g24139, g9116, g16553	g24139, g9116, g14198, g16553	g8939	g8939	g8939
OG0000030	g14443, g15561, g12803, g10168	g14443, g15561	g10168, g14443, g15561, g12803	g5377, g13133, g7542, g4404, g25440		5576.g13027, 590.g13027, 5578.g21638, 592.g21638	g21638, g13027	g21638	g21638	g10195, g10197, g20078, g9363, g13645	g20078, g10197, g9363, g10195, g13645	g21638	g21638	g21638	g21638	g21638, g13027	g10195, g9363, g10197, g13645, g20078	g9363, g10195, g10197, g13645, g20078	g9363, g20078, g13645, g10195, g10197
OG0000031	g27992, g16517, g22020	g27992, g22020	g22020, g27992	g26588, g9048, g3342	mf_12737, mf_13616	4733.g15805, 13399.g3907, 8330.g2581, 7315.g15805, 4731.g2581, 4732.g3907, 13773.g3907	g3907, g15805, g2581	g3907, g2581, g15805	g15805, g3907, g2581	g12599, g3393	g12599, g3393	g15805, g3907, g2581	g3907, g15805, g2581	g15805, g3907, g2581	g15805, g3907, g2581	g2581, g15805, g3907	g12599, g3393	g22132, g12599, g3393	g3393, g12599
OG0000032	g3576, g5089, g17760	g5089, g3576, g17760	g3576, g17760, g5089	g25407, g10094, g22343	mf_14956	5031.g8047, 9788.g1618	g1618, g13188, g8047	g13188, g1618, g8047	g8047, g1618, g13188	g6215, g6858, g11216	g6215, g11216, g6858	g13188, g1618, g8047	g13188, g1618	g8047, g1618, g13188	g1618, g8047, g13188	g13188, g8047, g1618	g6215, g6858, g11216	g6858, g6215, g11216	g11216, g6215, g6858
OG0000033	g7719, g10294, g2762, g25358	g25358, g7719, g2762, g10294	g2762, g10294, g7719	g7367, g1174, g20750, g6187, g7337	mf_10406	13877.g18626, 13879.g16103	g18626	g18626	g18626	g3330, g14203, g520, g1270, g1268	g3330, g1268, g14203, g520, g1270	g18626	g18626	g18626	g18626	g18626	g3330, g520, g1268, g1270, g14203	g3330, g520, g1270, g14203, g1268	g1270, g520, g1268, g3330, g14203
OG0000034	g15583, g7105, g15951, g13762, g21992	g15583, g21992, g7105, g13762	g13762, g15951, g21992, g15583, g7105	g3065, g924, g1224, g13662		4236.g5624	g5624	g5624	g5624	g12937, g1479, g6974, g17682, g18329	g18329, g12937, g17682, g6974, g1479	g5624	g5624	g5624	g5624	g5624	g6974, g18329, g12937, g17682, g1479	g18329, g6974, g12937, g17682, g1479	g18329, g17682, g6974, g1479, g12937
OG0000035	g24659, g18290, g10608, g10607	g10607, g10608	g24659, g10607	g11321, g11322, g15409, g15410	mf_14259, mf_1521	1449.g15163, 1450.g22054	g15163, g22054, g22053	g15163, g22054, g22053	g22054, g15163, g22053	g9643, g13728	g13728, g9643	g15163, g22054, g22053	g15163, g22053, g22054	g22054, g22053, g15163	g15163, g22053, g22054	g22053, g22054, g15163	g9643, g13728	g9643, g13728, g13727, g21328	g9643, g13728
OG0000036	g15834, g25612	g25612, g15834	g25612	g30357, g7841, g24715		8638.g14059, 8637.g11400	g14059, g11400	g11400, g14059	g14059, g11400	g12879, g2552, g14268, g10016, g10015	g14268, g10015, g10016, g12879, g2552	g11400, g14059	g14059, g11400	g14059, g11400	g11400, g14059	g11400, g14059	g14268, g2552, g10015, g12879, g10016	g14268, g20513, g12879, g10016, g10015, g2552	g14268, g12879, g2552, g10016, g10015
OG0000037	g27157, g2150	g2150, g27157	g2150, g27157	g29762, g12897	mf_9423	3944.g239, 3945.g7793, 3943.g7958, 837.g239, 838.g7793, 836.g7958	g7793, g7958, g239	g239, g7958, g7793	g7958, g239, g7793	g8522, g8523	g8523, g8522	g7793, g7958, g239	g7793, g239, g7958	g239, g7793, g7958	g7958, g7793, g239	g7793, g239, g7958	g8523, g8522	g8522, g8523, g21446	g8522, g8523
OG0000038	g1028, g14565, g3718	g3718, g1028, g14565	g3718, g14565, g1028	g30110, g4312, g4432, g20289, g16617	mf_2140, mf_4620		g8170, g4047	g8170, g4047	g4047, g8170	g5122, g6083, g1127, g1791	g6083, g1127, g5122	g8170, g4047	g4047	g4047, g8170	g8170, g4047	g4047, g8170	g1127, g6083, g1791, g5122	g1791, g6083, g5122, g1127	g1127, g1791, g6083, g5122
OG0000039	g7387, g25369	g25369, g7387	g25369, g7387	g25052, g1614	mf_10118		g4320, g11709	g11709, g4320	g11709, g4320	g4287, g9655, g19064, g13367, g16448	g9655, g16448, g13367, g19064, g4287	g11709, g4320	g11709, g4320	g11709, g4320	g11709, g4320	g11709, g4320	g19064, g13367, g4287, g16448, g9655	g19064, g4287, g13367, g9655, g16448	g13367, g19064, g4287, g9655, g16448
OG0000040	g12874, g24212, g15695, g15698, g8880	g15698, g18262, g12874, g24212, g8880	g18262, g24212, g15698, g8880	g5890, g3326, g18982	mf_2945	604.g23204, 1246.g23204, 1142.g23204	g14442	g14444	g14442	g9436, g16341, g9795, g13721	g9795, g9436, g13721	g14442, g14444	g14444, g14442	g14442		g14444, g14442, g23204	g9436, g13721, g9795	g13721, g22287, g16341, g9436, g9795	g9436, g13721, g9795
OG0000041	g22621	g22621	g22621	g16083, g26008		13341.g6777, 13340.g5854, 13342.g6779, 13339.g7925, 14970.g5854, 14969.g7925, 14972.g6779, 14971.g6777	g7925, g5854, g6777, g6779	g7925, g5854, g6777, g6779	g6779, g7925, g5854, g6777	g16055	g16055	g7925, g6777, g6779, g5854	g6779, g6777, g7925, g5854	g7925, g5854, g6779, g6777	g7925, g6777, g6779, g5854	g5854, g6779, g6777, g7925	g16055	g16055	g16055
